ID,Reference,Journal,Year,Main Author,Country,latitude,longitude,OrganicCarbonClassification,controlmean,controlsd,treatmentmean,treatmentsd,controln,treatmentn,Notillageyears,fertilize kgN/ha,monoculture,Layer,layer,Altitude-m,MAT°C,MAP mm,BD,soil types,pH,Texture
254,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,3.63963964,0.668061903,6.27027027,1.64335578,6,6,19,150,No,0-20,Top,409,19.2,1774,1.11,Dystroferric Latosol,4.9,clay
255,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,1.69924812,0.311899816,0.842105263,0.220704769,6,6,19,60,No,0-20,Top,409,19.2,1774,1.33,Dystroferric Latosol,4.8,clay
256,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,2.220472441,0.407571406,1.05511811,0.276532649,6,6,19,60,No,0-20,Top,409,19.2,1774,1.27,Dystroferric Latosol,5,clay
257,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,2.014925373,0.3698429,1.23880597,0.324674833,6,6,19,150,No,0-20,Top,409,19.2,1774,1.34,Dystroferric Latosol,4.9,clay
258,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,0.402010048,0.073789612,0.336683415,0.088240317,6,6,19,60,No,0-20,Top,409,19.2,1774,1.99000001,Dystroferric Latosol,4.8,clay
259,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,0.50251256,0.092237015,0.381909546,0.100093494,6,6,19,60,No,0-20,Top,409,19.2,1774,1.99000001,Dystroferric Latosol,5,clay
260,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,0.567839193,0.104227827,0.296482411,0.07770416,6,6,19,150,No,0-20,Top,409,19.2,1774,1.99000001,Dystroferric Latosol,4.9,clay
261,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,0.231527097,0.042497183,0.142857145,0.037440988,6,6,19,60,No,20-40,Sub,409,19.2,1774,2.029999971,Dystroferric Latosol,4.8,clay
262,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,0.152709362,0.028030057,0.231527097,0.060680222,6,6,19,60,No,20-40,Sub,409,19.2,1774,2.029999971,Dystroferric Latosol,5,clay
263,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,POC,0.177339904,0.032551034,0.182266012,0.047769537,6,6,19,150,No,20-40,Sub,409,19.2,1774,2.029999971,Dystroferric Latosol,4.9,clay
264,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,26.12727273,4.428616146,31.85454545,6.708900882,6,6,19,60,No,0-20,Top,409,19.2,1774,1.1,Dystroferric Latosol,4.8,clay
265,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,24.73170732,4.19206549,30.21138211,6.362833474,6,6,19,60,No,0-20,Top,409,19.2,1774,1.23,Dystroferric Latosol,5,clay
266,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,28.91891892,4.901804815,34.77477477,7.32393176,6,6,19,150,No,0-20,Top,409,19.2,1774,1.11,Dystroferric Latosol,4.9,clay
267,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,21.33834586,3.616885085,19.02255639,4.006349597,6,6,19,60,No,0-20,Top,409,19.2,1774,1.33,Dystroferric Latosol,4.8,clay
268,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,23.43307087,3.971944453,22.12598425,4.659964007,6,6,19,60,No,0-20,Top,409,19.2,1774,1.27,Dystroferric Latosol,5,clay
269,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,23.11940299,3.918777226,22.44776119,4.727733601,6,6,19,150,No,0-20,Top,409,19.2,1774,1.34,Dystroferric Latosol,4.9,clay
270,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,12.77386929,2.165192072,12.49246225,2.631043383,6,6,19,60,No,0-20,Top,409,19.2,1774,1.99000001,Dystroferric Latosol,4.8,clay
271,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,13.33165823,2.259738224,13.20100496,2.780269898,6,6,19,60,No,0-20,Top,409,19.2,1774,1.99000001,Dystroferric Latosol,5,clay
272,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,14.18090445,2.403686871,14.14572858,2.979238585,6,6,19,150,No,0-20,Top,409,19.2,1774,1.99000001,Dystroferric Latosol,4.9,clay
273,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,10.28571443,1.743445689,9.788177478,2.061492687,6,6,19,60,No,20-40,Sub,409,19.2,1774,2.029999971,Dystroferric Latosol,4.8,clay
274,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,10.08867009,1.710046346,10.6157637,2.235791012,6,6,19,60,No,20-40,Sub,409,19.2,1774,2.029999971,Dystroferric Latosol,5,clay
275,CARBON STOCK AND ITS COMPARTMENTS IN A SUBTROPICAL OXISOL UNDER LONG-TERM TILLAGE AND CROP ROTATION SYSTEMS,,2011,Ben-Hur Costa de Campos,Brazil,-28.6,-53.66666667,SOC,10.34482773,1.753465492,10.82266025,2.279365594,6,6,19,150,No,20-40,Sub,409,19.2,1774,2.029999971,Dystroferric Latosol,4.9,clay
276,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,MAOC,19.49,4.651512295,24.87,5.910136286,3,3,16,120,No,0-20,Top,910,18.28,1545,1.06,"Hapludox, Oxisol",5.9,clay
277,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,MAOC,19.61,4.680151673,21.35,5.073639312,3,3,16,120,No,0-20,Top,910,18.28,1545,1.25,"Hapludox, Oxisol",5.6,clay
278,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,MAOC,18.77,4.479676027,18.64,4.4296317,3,3,16,120,No,0-20,Top,910,18.28,1545,1.31,"Hapludox, Oxisol",5.6,clay
279,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,MAOC,17.04,4.066791663,18.16,4.31556393,3,3,16,120,No,0-20,Top,910,18.28,1545,1.26,"Hapludox, Oxisol",5.4,clay
280,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,MAOC,14.73,3.515483638,14.9,3.540853665,3,3,16,120,No,20-40,Sub,910,18.28,1545,1.16,"Hapludox, Oxisol",5.6,clay
281,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,POC,5.87,1.077448253,12.21,3.20008121,3,3,16,120,No,0-20,Top,910,18.28,1545,1.06,"Hapludox, Oxisol",5.9,clay
282,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,POC,4.56,0.836995576,6.77,1.774328402,3,3,16,120,No,0-20,Top,910,18.28,1545,1.25,"Hapludox, Oxisol",5.6,clay
283,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,POC,4.93,0.904909691,4.82,1.263258921,3,3,16,120,No,0-20,Top,910,18.28,1545,1.31,"Hapludox, Oxisol",5.6,clay
284,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,POC,3.72,0.682812181,2.05,0.537278172,3,3,16,120,No,0-20,Top,910,18.28,1545,1.26,"Hapludox, Oxisol",5.4,clay
285,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,POC,2.04,0.374445389,1.02,0.267328651,3,3,16,120,No,20-40,Sub,910,18.28,1545,1.16,"Hapludox, Oxisol",5.6,clay
286,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,SOC,32.4,5.491853843,49.2,10.36203527,3,3,16,120,No,0-20,Top,910,18.28,1545,1.06,"Hapludox, Oxisol",5.9,clay
287,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,SOC,31.8,5.390152846,39.2,8.255930538,3,3,16,120,No,0-20,Top,910,18.28,1545,1.25,"Hapludox, Oxisol",5.6,clay
288,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,SOC,31.2,5.288451849,30.6,6.444680471,3,3,16,120,No,0-20,Top,910,18.28,1545,1.31,"Hapludox, Oxisol",5.6,clay
289,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,SOC,27.7,4.695196032,25.8,5.433750201,3,3,16,120,No,0-20,Top,910,18.28,1545,1.26,"Hapludox, Oxisol",5.4,clay
290,"Long-term tillage systems impacts on soil C dynamics, soil resilience and agronomic productivity of a Brazilian Oxisol",Soil and Tillage Research,2014,João Carlos de Moraes Sá,Brazil,-25.015,-50.15194444,SOC,18.6,3.15273091,23.6,4.970407161,3,3,16,120,No,20-40,Sub,910,18.28,1545,1.16,"Hapludox, Oxisol",5.6,clay
291,Long‐Term Tillage Impacts on Soil Aggregation and Carbon Dynamics under Wheat‐Fallow in the Central Great Plains,Soil Science Society of America Journal,2013,Maysoon M. Mikha,USA,40.15,-103.15,MAOC,6.32,1.50834057,6.97,1.656359064,4,4,39,50,Yes,0-20,Top,1384,9.541666754,418,1.43,Weld silt loam,7,siltyloam
292,Long‐Term Tillage Impacts on Soil Aggregation and Carbon Dynamics under Wheat‐Fallow in the Central Great Plains,Soil Science Society of America Journal,2013,Maysoon M. Mikha,USA,40.15,-103.15,MAOC,6.45,1.539366562,5.73,1.361683993,4,4,39,50,Yes,0-20,Top,1384,9.541666754,418,1.48,Weld silt loam,7,siltyloam
293,Long‐Term Tillage Impacts on Soil Aggregation and Carbon Dynamics under Wheat‐Fallow in the Central Great Plains,Soil Science Society of America Journal,2013,Maysoon M. Mikha,USA,40.15,-103.15,MAOC,4.62,1.102616049,6.1,1.449611232,4,4,39,50,Yes,0-20,Top,1384,9.541666754,418,1.46,Weld silt loam,7,siltyloam
294,Long‐Term Tillage Impacts on Soil Aggregation and Carbon Dynamics under Wheat‐Fallow in the Central Great Plains,Soil Science Society of America Journal,2013,Maysoon M. Mikha,USA,40.15,-103.15,MAOC,0.81,0.193315801,1.56,0.37072025,4,4,39,50,Yes,0-20,Top,1384,9.541666754,418,1.43,Weld silt loam,7,siltyloam
295,Long‐Term Tillage Impacts on Soil Aggregation and Carbon Dynamics under Wheat‐Fallow in the Central Great Plains,Soil Science Society of America Journal,2013,Maysoon M. Mikha,USA,40.15,-103.15,MAOC,0.57,0.136037045,0.75,0.178230889,4,4,39,50,Yes,0-20,Top,1384,9.541666754,418,1.48,Weld silt loam,7,siltyloam
296,Long‐Term Tillage Impacts on Soil Aggregation and Carbon Dynamics under Wheat‐Fallow in the Central Great Plains,Soil Science Society of America Journal,2013,Maysoon M. Mikha,USA,40.15,-103.15,MAOC,0.27,0.0644386,0.59,0.1402083,4,4,39,50,Yes,0-20,Top,1384,9.541666754,418,1.46,Weld silt loam,7,siltyloam
297,Long‐Term Tillage Impacts on Soil Aggregation and Carbon Dynamics under Wheat‐Fallow in the Central Great Plains,Soil Science Society of America Journal,2013,Maysoon M. Mikha,USA,40.15,-103.15,MAOC,7.89,1.883039097,9.75,2.31700156,4,4,39,50,Yes,0-20,Top,1384,9.541666754,418,1.43,Weld silt loam,7,siltyloam
298,Long‐Term Tillage Impacts on Soil Aggregation and Carbon Dynamics under Wheat‐Fallow in the Central Great Plains,Soil Science Society of America Journal,2013,Maysoon M. Mikha,USA,40.15,-103.15,MAOC,7.17,1.71120283,6.75,1.604078003,4,4,39,50,Yes,0-20,Top,1384,9.541666754,418,1.48,Weld silt loam,7,siltyloam
299,Long‐Term Tillage Impacts on Soil Aggregation and Carbon Dynamics under Wheat‐Fallow in the Central Great Plains,Soil Science Society of America Journal,2013,Maysoon M. Mikha,USA,40.15,-103.15,MAOC,4.96,1.183760953,6.85,1.627842121,4,4,39,50,Yes,0-20,Top,1384,9.541666754,418,1.46,Weld silt loam,7,siltyloam
300,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.74166667,0.771666667,MAOC,10.38,2.477306189,10.46,2.485726801,3,3,19,,Yes,0-20,Top,259,14.49166671,355,1.730000019,"Hypercalcic
Calcisol",8.5,loam
301,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.74166667,0.771666667,MAOC,9.8,2.338882529,8.72,2.072231138,3,3,19,,Yes,0-20,Top,259,14.49166671,355,1.730000019,"Hypercalcic
Calcisol",8.5,loam
302,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.74166667,0.771666667,MAOC,10.07,2.403321129,8.69,2.065101903,3,3,19,,Yes,20-40,Sub,259,14.49166671,355,1.730000019,"Hypercalcic
Calcisol",8.5,loam
303,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.73944444,0.775,MAOC,9.8,2.338882529,11.06,2.628311513,3,3,19,,No,0-20,Top,259,14.51666677,355,1.730000019,"Hypercalcic
Calcisol",8.4,loam
304,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.73944444,0.775,MAOC,9.55,2.279217158,9.47,2.250462028,3,3,19,,No,0-20,Top,259,14.51666677,355,1.730000019,"Hypercalcic
Calcisol",8.4,loam
305,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.73944444,0.775,MAOC,9.55,2.279217158,9.24,2.195804555,3,3,19,,No,20-40,Sub,259,14.51666677,355,1.730000019,"Hypercalcic
Calcisol",8.4,loam
306,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.72277778,0.355277778,MAOC,8.47,2.021462757,10.2,2.423940093,3,3,10,,Yes,0-20,Top,422,14.92499991,433,1.789999962,"Hypocalcic
Calcisol",8.4,siltyloam
307,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.72277778,0.355277778,MAOC,8.71,2.078741513,8.89,2.11263014,3,3,10,,Yes,0-20,Top,422,14.92499991,433,1.789999962,"Hypocalcic
Calcisol",8.4,siltyloam
308,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.72277778,0.355277778,MAOC,8.56,2.042942291,8.23,1.955786957,3,3,10,,Yes,20-40,Sub,422,14.92499991,433,1.789999962,"Hypocalcic
Calcisol",8.4,siltyloam
309,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.96444444,0.083333333,MAOC,7.68,1.832920186,8.53,2.027079313,3,3,9,,Yes,0-20,Top,431,14.95833337,468,1.710000038,"Calcaric
Cambisol",8.6,sandyloam
310,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.96444444,0.083333333,MAOC,7.29,1.739842208,7.46,1.772803245,3,3,9,,Yes,0-20,Top,431,14.95833337,468,1.710000038,"Calcaric
Cambisol",8.6,sandyloam
311,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.96444444,0.083333333,MAOC,6.81,1.625284696,7.15,1.699134477,3,3,9,,Yes,20-40,Sub,431,14.95833337,468,1.74000001,"Calcaric
Cambisol",8.6,sandyloam
312,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.56194444,1.123888889,MAOC,13.69,3.267275696,15.49,3.681061965,3,3,19,,Yes,0-20,Top,860,6.616666628,676,1.75,"Haplic
Calcisol",8.3,siltyclayloam
313,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.56194444,1.123888889,MAOC,13.03,3.109759118,12.63,3.001408174,3,3,19,,Yes,0-20,Top,860,6.616666628,676,1.75,"Haplic
Calcisol",8.3,siltyclayloam
314,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.56194444,1.123888889,MAOC,12.63,3.014294525,12.26,2.913480935,3,3,19,,Yes,20-40,Sub,860,6.616666628,676,1.75,"Haplic
Calcisol",8.3,siltyclayloam
315,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.59611111,0.994166667,MAOC,8.68,2.071581669,9.35,2.221945085,3,3,13,,No,0-20,Top,526,1.683333308,741,1.720000029,"Hypocalcic
Calcisol",8.2,loam
316,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.59611111,0.994166667,MAOC,8.15,1.945091083,8.03,1.90825872,3,3,13,,No,0-20,Top,526,1.683333308,741,1.720000029,"Hypocalcic
Calcisol",8.2,loam
317,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.59611111,0.994166667,MAOC,8.01,1.911678475,7.9,1.877365366,3,3,13,,No,20-40,Sub,526,1.683333308,741,1.720000029,"Hypocalcic
Calcisol",8.2,loam
318,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.74166667,0.771666667,POC,1.59,0.291847142,4.6,1.2055998,3,3,19,,Yes,0-20,Top,259,14.49166671,355,1.730000019,"Hypercalcic
Calcisol",8.5,loam
319,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.74166667,0.771666667,POC,1.73,0.317544374,1.59,0.416718192,3,3,19,,Yes,0-20,Top,259,14.49166671,355,1.730000019,"Hypercalcic
Calcisol",8.5,loam
320,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.74166667,0.771666667,POC,1.37,0.251465776,1.06,0.277812128,3,3,19,,Yes,20-40,Sub,259,14.49166671,355,1.730000019,"Hypercalcic
Calcisol",8.5,loam
321,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.73944444,0.775,POC,0.93,0.170703045,2.25,0.589695555,3,3,19,,No,0-20,Top,259,14.51666677,355,1.730000019,"Hypercalcic
Calcisol",8.4,loam
322,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.73944444,0.775,POC,1.07,0.196400278,0.88,0.230636484,3,3,19,,No,0-20,Top,259,14.51666677,355,1.730000019,"Hypercalcic
Calcisol",8.4,loam
323,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.73944444,0.775,POC,0.91,0.167032012,0.65,0.170356494,3,3,19,,No,20-40,Sub,259,14.51666677,355,1.730000019,"Hypercalcic
Calcisol",8.4,loam
324,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.72277778,0.355277778,POC,2.21,0.405649172,5.11,1.339264126,3,3,10,,Yes,0-20,Top,422,14.92499991,433,1.789999962,"Hypocalcic
Calcisol",8.4,siltyloam
325,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.72277778,0.355277778,POC,1.41,0.258807843,2.08,0.545140779,3,3,10,,Yes,0-20,Top,422,14.92499991,433,1.789999962,"Hypocalcic
Calcisol",8.4,siltyloam
326,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.72277778,0.355277778,POC,1.27,0.23311061,1.69,0.442926883,3,3,10,,Yes,20-40,Sub,422,14.92499991,433,1.789999962,"Hypocalcic
Calcisol",8.4,siltyloam
327,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.96444444,0.083333333,POC,2.79,0.512109135,4.82,1.263258921,3,3,9,,Yes,0-20,Top,431,14.95833337,468,1.710000038,"Calcaric
Cambisol",8.6,sandyloam
328,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.96444444,0.083333333,POC,1.95,0.35792574,2,0.524173826,3,3,9,,Yes,0-20,Top,431,14.95833337,468,1.710000038,"Calcaric
Cambisol",8.6,sandyloam
329,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.96444444,0.083333333,POC,1.19,0.218426477,1.17,0.306641688,3,3,9,,Yes,20-40,Sub,431,14.95833337,468,1.74000001,"Calcaric
Cambisol",8.6,sandyloam
330,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.56194444,1.123888889,POC,3.22,0.59103635,4.41,1.155803287,3,3,19,,Yes,0-20,Top,860,6.616666628,676,1.75,"Haplic
Calcisol",8.3,siltyclayloam
331,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.56194444,1.123888889,POC,2.03,0.372609873,2.22,0.581832947,3,3,19,,Yes,0-20,Top,860,6.616666628,676,1.75,"Haplic
Calcisol",8.3,siltyclayloam
332,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.56194444,1.123888889,POC,1.36,0.24963026,1.16,0.304020819,3,3,19,,Yes,20-40,Sub,860,6.616666628,676,1.75,"Haplic
Calcisol",8.3,siltyclayloam
333,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.59611111,0.994166667,POC,4.38,0.803956277,3.9,1.022138961,3,3,13,,No,0-20,Top,526,1.683333308,741,1.720000029,"Hypocalcic
Calcisol",8.2,loam
